ID,Title,Link,Team,Project,Milestone,Release,Completed,Pillar,OKR_primary,OKR_link,OKR_secondary,Investment,Effort,Priority,Labels
AGI-3,Discovery — Bupa,https://linear.app/ditto-care/issue/AGI-3/discovery-bupa,Agents,B2B Outreach POC,,,2026-05-22,Clarity,O1-KR2,Project-mapped,,AI agents,S,No priority,agent:outreach
AGI-7,B2B Outreach — Ditto Care B.V.,https://linear.app/ditto-care/issue/AGI-7/b2b-outreach-ditto-care-bv,Agents,B2B Outreach POC,,,2026-05-22,Clarity,O1-KR2,Project-mapped,,AI agents,S,No priority,agent:outreach
AGI-8,Discovery — Ditto Care B.V.,https://linear.app/ditto-care/issue/AGI-8/discovery-ditto-care-bv,Agents,B2B Outreach POC,,,2026-05-22,Clarity,O1-KR2,Project-mapped,,AI agents,S,No priority,agent:outreach
AGI-9,"Research — Tobias Polak, Ditto Care B.V.",https://linear.app/ditto-care/issue/AGI-9/research-tobias-polak-ditto-care-bv,Agents,B2B Outreach POC,,,2026-05-22,Clarity,O1-KR2,Project-mapped,,AI agents,S,No priority,agent:outreach
PRO-119,Analyze correlation between onboarding choices and care circle activation rates,https://linear.app/ditto-care/issue/PRO-119/analyze-correlation-between-onboarding-choices-and-care-circle,Product,Care Circle 3.0,P2 - Invitation Flow,,2026-05-22,Connection,O2-KR3,Linear-linked,O2-KR4,Research/discovery,M,Medium,
PRO-367,Recreate old Mixpanel dashboards and match to OKRs,https://linear.app/ditto-care/issue/PRO-367/recreate-old-mixpanel-dashboards-and-match-to-okrs,Product,Growth: Team Way of Working (WoW),,,2026-05-22,Fundamentals,—,None (BAU/foundational),,Analytics/tracking,S,No priority,
PRO-410,Use an exact rolling 30-day window for Smiirl MAU,https://linear.app/ditto-care/issue/PRO-410/use-an-exact-rolling-30-day-window-for-smiirl-mau,Product,(none),,,2026-05-22,Convenience,O2-KR2,Inferred,,Analytics/tracking,S,No priority,
PRO-433,Check onboarding rate after Thursday rollout,https://linear.app/ditto-care/issue/PRO-433/check-onboarding-rate-after-thursday-rollout,Product,Improved analytics data on personas and life moment audiences,Langfuse → Mixpanel Integration,,2026-05-22,Fundamentals,O2-KR4,Linear-linked,O2-KR2,Process/tooling,S,No priority,
PRO-439,Build daily briefing agent — Wouter template (POC),https://linear.app/ditto-care/issue/PRO-439/build-daily-briefing-agent-wouter-template-poc,Product,15 FTE AI agents,M3 — First two PoCs live,,2026-05-22,Clarity,O1-KR2,Linear-linked,,AI agents,M,High,
PRO-512,Walk Tobias through the Linear setup,https://linear.app/ditto-care/issue/PRO-512/walk-tobias-through-the-linear-setup,Product,(none),,,2026-05-22,Fundamentals,—,None (BAU/foundational),,B2B/partner ops,XS,No priority,
PRO-284,Document experiment pipeline runbook,https://linear.app/ditto-care/issue/PRO-284/document-experiment-pipeline-runbook,Product,(none),,,2026-05-26,Fundamentals,O1-KR4,Inferred,,Process/tooling,S,Medium,
PRO-440,Build B2B outreach automation — Olli single-user POC,https://linear.app/ditto-care/issue/PRO-440/build-b2b-outreach-automation-olli-single-user-poc,Product,15 FTE AI agents,M3 — First two PoCs live,,2026-05-26,Clarity,O1-KR2,Linear-linked,,AI agents,M,High,
PRO-500,UK launch: set up Mixpanel funding board,https://linear.app/ditto-care/issue/PRO-500/uk-launch-set-up-mixpanel-funding-board,Product,UK launch,,,2026-05-26,Fundamentals,O1-KR3,Project-mapped,,Analytics/tracking,M,High,
PRO-505,Bug: days til appointment sign inverted for future appointments,https://linear.app/ditto-care/issue/PRO-505/bug-days-til-appointment-sign-inverted-for-future-appointments,Product,(none),,,2026-05-26,Convenience,O2-KR2,Inferred,,Bug fix,S,Urgent,Bug
PRO-527,Schedule Thursday whiteboard session with Wouter,https://linear.app/ditto-care/issue/PRO-527/schedule-thursday-whiteboard-session-with-wouter,Product,Analytics Foundations,Whiteboard: Define Mixpanel analytical structure,,2026-05-26,Fundamentals,O1-KR4,Linear-linked,O2-KR4,Team/internal ops,XS,High,
PRO-537,[Iman] Prep html for agentic wow workshop & share with niek/wouter,https://linear.app/ditto-care/issue/PRO-537/iman-prep-html-for-agentic-wow-workshop-and-share-with-niekwouter,Product,(none),,,2026-05-26,Clarity,O1-KR2,Inferred,,AI agents,XS,No priority,
PRO-355,Update KRs with Projects,https://linear.app/ditto-care/issue/PRO-355/update-krs-with-projects,Product,(none),,,2026-05-27,Fundamentals,O1-KR4,Inferred,,Process/tooling,L,High,
PRO-438,Run through pre-release checklist,https://linear.app/ditto-care/issue/PRO-438/run-through-pre-release-checklist,Product,UK launch,,,2026-05-27,Fundamentals,—,None (BAU/foundational),,Release ops,M,Urgent,
PRO-504,PorGon: ask country scope before analysis,https://linear.app/ditto-care/issue/PRO-504/porgon-ask-country-scope-before-analysis,Product,Growth: Team Way of Working (WoW),,,2026-05-27,Fundamentals,—,None (BAU/foundational),,Analytics/tracking,M,High,
PRO-536,Prepare agentic wow workshop for Wednesday,https://linear.app/ditto-care/issue/PRO-536/prepare-agentic-wow-workshop-for-wednesday,Product,15 FTE AI agents,,,2026-05-27,Clarity,O1-KR2,Linear-linked,,AI agents,S,No priority,
PRO-538,[Wouter] Prep daily brief hands-on for agentic wow workshop,https://linear.app/ditto-care/issue/PRO-538/wouter-prep-daily-brief-hands-on-for-agentic-wow-workshop,Product,(none),,,2026-05-27,Clarity,O1-KR2,Inferred,,AI agents,XS,No priority,
PRO-542,Fix `/app/profile` deeplink navigation,https://linear.app/ditto-care/issue/PRO-542/fix-appprofile-deeplink-navigation,Product,(none),,1.9.9,2026-05-27,Fundamentals,—,None (BAU/foundational),,Bug fix,S,No priority,Bug;1.9.9
PRO-549,Map Customer.io segments to onboarding_personas instead of user_types,https://linear.app/ditto-care/issue/PRO-549/map-customerio-segments-to-onboarding-personas-instead-of-user-types,Product,(none),,,2026-05-27,Convenience,O2-KR2,Inferred,,Research/discovery,S,Urgent,must-ship
PRO-175,Clean-up: homepage + activation,https://linear.app/ditto-care/issue/PRO-175/clean-up-homepage-activation,Product,UI / LEGO maintenance,Ready for dev up to date,,2026-05-28,Fundamentals,—,None (BAU/foundational),,Team/internal ops,M,No priority,
PRO-257,Workshop: Agentic way of working (May 18),https://linear.app/ditto-care/issue/PRO-257/workshop-agentic-way-of-working-may-18,Product,15 FTE AI agents,M4 — Workshop delivered,,2026-05-28,Clarity,O1-KR2,Linear-linked,,AI agents,M,Medium,
PRO-285,Launch & validate first live A/B test,https://linear.app/ditto-care/issue/PRO-285/launch-and-validate-first-live-ab-test,Product,(none),,,2026-05-28,Fundamentals,—,None (BAU/foundational),,Process/tooling,S,High,
PRO-320,Test onboarding flow without a skip option,https://linear.app/ditto-care/issue/PRO-320/test-onboarding-flow-without-a-skip-option,Product,(none),,,2026-05-28,Convenience,O2-KR2,Inferred,,Team/internal ops,S,No priority,source:slack-intake;risce:medium
PRO-384,Build Android with 16KB page size alignment,https://linear.app/ditto-care/issue/PRO-384/build-android-with-16kb-page-size-alignment,Product,(none),,,2026-05-28,Fundamentals,—,None (BAU/foundational),,Infra/platform,L,Urgent,
PRO-386,Provide Dutch + industrial medical keyword list for calendar scan,https://linear.app/ditto-care/issue/PRO-386/provide-dutch-industrial-medical-keyword-list-for-calendar-scan,Product,Calendar Integration,Pull Integration - Local Only,,2026-05-28,Convenience,O2-KR2,Linear-linked,O2-KR4,Research/discovery,M,No priority,
PRO-482,[Spike] UX for expiring Care Circle invitations & auto-accept flow,https://linear.app/ditto-care/issue/PRO-482/spike-ux-for-expiring-care-circle-invitations-and-auto-accept-flow,Product,Remove confirmation from Care Circle invite flow,,,2026-05-28,Connection,O2-KR3,Linear-linked,O2-KR2,Research/discovery,L,High,Feature
PRO-502,Onboarding personas & user type: update master tracking plan,https://linear.app/ditto-care/issue/PRO-502/onboarding-personas-and-user-type-update-master-tracking-plan,Product,Ship at 80%: Experiment Velocity Engine,,,2026-05-28,Fundamentals,O1-KR4,Linear-linked,,Analytics/tracking,S,High,
PRO-528,Research tracking plan best practices,https://linear.app/ditto-care/issue/PRO-528/research-tracking-plan-best-practices,Product,Analytics Foundations,Whiteboard: Define Mixpanel analytical structure,,2026-05-28,Fundamentals,O1-KR4,Linear-linked,O2-KR4,Research/discovery,S,Medium,
PRO-529,"Use product triage with ""growth"" label for new ideas",https://linear.app/ditto-care/issue/PRO-529/use-product-triage-with-growth-label-for-new-ideas,Product,Analytics Foundations,,,2026-05-28,Fundamentals,O1-KR4,Linear-linked,O2-KR4,Process/tooling,S,Medium,
PRO-532,"Whiteboard session: analytics structure, events, and properties",https://linear.app/ditto-care/issue/PRO-532/whiteboard-session-analytics-structure-events-and-properties,Product,Analytics Foundations,Whiteboard: Define Mixpanel analytical structure,,2026-05-28,Fundamentals,O1-KR4,Linear-linked,O2-KR4,Analytics/tracking,S,High,
PRO-533,Flag to engineering: analytics/experiment overhaul incoming,https://linear.app/ditto-care/issue/PRO-533/flag-to-engineering-analyticsexperiment-overhaul-incoming,Product,Analytics Foundations,,,2026-05-28,Fundamentals,O1-KR4,Linear-linked,O2-KR4,Analytics/tracking,S,Medium,
PRO-535,Change welcome series 1a to onboarding intent in Customer.io,https://linear.app/ditto-care/issue/PRO-535/change-welcome-series-1a-to-onboarding-intent-in-customerio,Product,(none),,,2026-05-28,Convenience,O2-KR2,Inferred,,Lifecycle/CRM,M,High,
PRO-539,[Niek] Prep demo section for agentic wow workshop,https://linear.app/ditto-care/issue/PRO-539/niek-prep-demo-section-for-agentic-wow-workshop,Product,(none),,,2026-05-28,Clarity,O1-KR2,Inferred,,AI agents,XS,High,
PRO-572,Do a test run of the calendar pull functionality,https://linear.app/ditto-care/issue/PRO-572/do-a-test-run-of-the-calendar-pull-functionality,Product,(none),,,2026-05-28,Convenience,O2-KR2,Inferred,,New feature,S,No priority,
PRO-328,Connect Linear to GitHub and Confluence for more context,https://linear.app/ditto-care/issue/PRO-328/connect-linear-to-github-and-confluence-for-more-context,Product,(none),,,2026-05-29,Fundamentals,—,None (BAU/foundational),,Team/internal ops,S,No priority,incomplete;source:slack-intake
PRO-424,Check D14 activation after skip removal experiment,https://linear.app/ditto-care/issue/PRO-424/check-d14-activation-after-skip-removal-experiment,Product,(none),,,2026-05-29,Fundamentals,O1-KR4,Inferred,,Process/tooling,S,No priority,
PRO-581,🤖🔴 Set up current experiment as Linear project template,https://linear.app/ditto-care/issue/PRO-581/set-up-current-experiment-as-linear-project-template,Product,Ship at 80%: Experiment Velocity Engine,,,2026-05-29,Fundamentals,O1-KR4,Linear-linked,,Process/tooling,S,Medium,growth
PRO-583,🤖 Polish pipeline presentation for team demo,https://linear.app/ditto-care/issue/PRO-583/polish-pipeline-presentation-for-team-demo,Product,Ship at 80%: Experiment Velocity Engine,,,2026-05-29,Clarity,O1-KR4,Linear-linked,,AI agents,S,Urgent,growth
PRO-291,[IMPLEMENT] improvements default calendar sync turned on,https://linear.app/ditto-care/issue/PRO-291/implement-improvements-default-calendar-sync-turned-on,Product,Calendar Integration,Push Integration,,2026-05-30,Convenience,O2-KR2,Linear-linked,O2-KR4,New feature,L,Urgent,
